comment_id,comment_message,tags,theme,objective
71,"What smartphone apps do you use to help with the management of your diabetes? mySugr 


How often do you use these apps? Weekly depending on need or spikes in a1c levels 


How long have you been using these apps? Since December 2019 


If you’re using multiple, which app(s) is the most useful? Why? N/A 


What type of app is missing that you would like to see for management of your diabetes? I think the one I'm using is pretty sufficient to be honest 


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January?If so: I've heard of them typically through targeted ads I see 


How did you hear about these apps? Targeted ads 


If you’re using any of them, how long have you been using? N/A 


What do you find most helpful/what do you like most about these apps? What I like is the maintenance and ease of use 


What improvements would you like to see, if any? Honestly, maybe just the front end. Otherwise I'm really happy with what I use",Awareness of Levels,Assessing patient awareness and satisfaction with specific diabetes management apps,"To gather user feedback on the named apps (OnDuo, Levels, January) – such as how they discovered them, what they like/dislike, and potential improvements"
71,"What smartphone apps do you use to help with the management of your diabetes? mySugr 


How often do you use these apps? Weekly depending on need or spikes in a1c levels 


How long have you been using these apps? Since December 2019 


If you’re using multiple, which app(s) is the most useful? Why? N/A 


What type of app is missing that you would like to see for management of your diabetes? I think the one I'm using is pretty sufficient to be honest 


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January?If so: I've heard of them typically through targeted ads I see 


How did you hear about these apps? Targeted ads 


If you’re using any of them, how long have you been using? N/A 


What do you find most helpful/what do you like most about these apps? What I like is the maintenance and ease of use 


What improvements would you like to see, if any? Honestly, maybe just the front end. Otherwise I'm really happy with what I use",Awareness of January,Assessing patient awareness and satisfaction with specific diabetes management apps,"To gather user feedback on the named apps (OnDuo, Levels, January) – such as how they discovered them, what they like/dislike, and potential improvements"
71,"What smartphone apps do you use to help with the management of your diabetes? mySugr 


How often do you use these apps? Weekly depending on need or spikes in a1c levels 


How long have you been using these apps? Since December 2019 


If you’re using multiple, which app(s) is the most useful? Why? N/A 


What type of app is missing that you would like to see for management of your diabetes? I think the one I'm using is pretty sufficient to be honest 


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January?If so: I've heard of them typically through targeted ads I see 


How did you hear about these apps? Targeted ads 


If you’re using any of them, how long have you been using? N/A 


What do you find most helpful/what do you like most about these apps? What I like is the maintenance and ease of use 


What improvements would you like to see, if any? Honestly, maybe just the front end. Otherwise I'm really happy with what I use",Satisfaction with Current Apps,Assessing patient awareness and satisfaction with specific diabetes management apps,"To gather user feedback on the named apps (OnDuo, Levels, January) – such as how they discovered them, what they like/dislike, and potential improvements"
72,"

I don't use any apps at all.",Non-Usage of Available App,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
73,"◦ What smartphone apps do you use to help with the management of your diabetes? 

I like to use my Apple Watch Fitness app just to keep track of the health aspect of my diabetes. 

 

 ◦ How often do you use these apps? 

I use this app every single day always making sure that I do breathing exercises, that I’m taking enough steps, that I burn enough calories, and that I’m active throughout the day. 

 

 ◦ How long have you been using these apps? 

I have been using this app for almost 2 years now 

 

 ◦ What type of app is missing that you would like to see for management of your diabetes? 

I wish there was an app that could be customized to each person’s needs and that gave you advice on health, food, and medications suggestions for your type 2 diabetes 

 

 • Have you heard of any of the following smartphone apps: OnDuo, Levels, or January? 

 I have not heard of any of the 3 mentioned apps above.",Daily App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
73,"◦ What smartphone apps do you use to help with the management of your diabetes? 

I like to use my Apple Watch Fitness app just to keep track of the health aspect of my diabetes. 

 

 ◦ How often do you use these apps? 

I use this app every single day always making sure that I do breathing exercises, that I’m taking enough steps, that I burn enough calories, and that I’m active throughout the day. 

 

 ◦ How long have you been using these apps? 

I have been using this app for almost 2 years now 

 

 ◦ What type of app is missing that you would like to see for management of your diabetes? 

I wish there was an app that could be customized to each person’s needs and that gave you advice on health, food, and medications suggestions for your type 2 diabetes 

 

 • Have you heard of any of the following smartphone apps: OnDuo, Levels, or January? 

 I have not heard of any of the 3 mentioned apps above.",Long-term App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
73,"◦ What smartphone apps do you use to help with the management of your diabetes? 

I like to use my Apple Watch Fitness app just to keep track of the health aspect of my diabetes. 

 

 ◦ How often do you use these apps? 

I use this app every single day always making sure that I do breathing exercises, that I’m taking enough steps, that I burn enough calories, and that I’m active throughout the day. 

 

 ◦ How long have you been using these apps? 

I have been using this app for almost 2 years now 

 

 ◦ What type of app is missing that you would like to see for management of your diabetes? 

I wish there was an app that could be customized to each person’s needs and that gave you advice on health, food, and medications suggestions for your type 2 diabetes 

 

 • Have you heard of any of the following smartphone apps: OnDuo, Levels, or January? 

 I have not heard of any of the 3 mentioned apps above.",Desire for Personalized App,Evaluating the specific needs and desires for features in diabetes management apps,To evaluate the usefulness of these apps from the perspective of the patients
73,"◦ What smartphone apps do you use to help with the management of your diabetes? 

I like to use my Apple Watch Fitness app just to keep track of the health aspect of my diabetes. 

 

 ◦ How often do you use these apps? 

I use this app every single day always making sure that I do breathing exercises, that I’m taking enough steps, that I burn enough calories, and that I’m active throughout the day. 

 

 ◦ How long have you been using these apps? 

I have been using this app for almost 2 years now 

 

 ◦ What type of app is missing that you would like to see for management of your diabetes? 

I wish there was an app that could be customized to each person’s needs and that gave you advice on health, food, and medications suggestions for your type 2 diabetes 

 

 • Have you heard of any of the following smartphone apps: OnDuo, Levels, or January? 

 I have not heard of any of the 3 mentioned apps above.",Non-Diabetes App Usage,Identifying usage patterns and potential gaps in the diabetes app market,To uncover any gaps in the current apps market that could be filled for better diabetes management
74,"What smartphone apps do you use to help with the management of your diabetes? 


The Freestyle Libre app, Glucose Buddy and MySugr 


How often do you use these apps? 


Daily. 


How long have you been using these apps? 


About 2 years. 


If you’re using multiple, which app(s) is the most useful? Why? 


I think the most useful one for me is the Freestyle Libre app because it''s also the CGM that I'm currently using. 


What type of app is missing that you would like to see for management of your diabetes? 


An app that can do it all from your phone quickly, easily and conveniently...from monitoring your glucose levels, sending data to your doctor, giving you guidance, helping you pick out good meals, offering diabetic friendly recipes, and being completely comprehensive in its approach to managing all facets of diabetes management. 


  


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January? 


I've heard of OnDuo. 


If so: 


How did you hear about these apps? 


I heard about OnDuo through a friend that's using it. 


If you’re using any of them, how long have you been using? 


I'm currently not using any of them. But I'm curious and interested in finding more information. :grinning: 


What do you find most helpful/what do you like most about these apps? 


N/A at the moment. 


What improvements would you like to see, if any? 


N/A at the moment.",Daily App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
74,"What smartphone apps do you use to help with the management of your diabetes? 


The Freestyle Libre app, Glucose Buddy and MySugr 


How often do you use these apps? 


Daily. 


How long have you been using these apps? 


About 2 years. 


If you’re using multiple, which app(s) is the most useful? Why? 


I think the most useful one for me is the Freestyle Libre app because it''s also the CGM that I'm currently using. 


What type of app is missing that you would like to see for management of your diabetes? 


An app that can do it all from your phone quickly, easily and conveniently...from monitoring your glucose levels, sending data to your doctor, giving you guidance, helping you pick out good meals, offering diabetic friendly recipes, and being completely comprehensive in its approach to managing all facets of diabetes management. 


  


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January? 


I've heard of OnDuo. 


If so: 


How did you hear about these apps? 


I heard about OnDuo through a friend that's using it. 


If you’re using any of them, how long have you been using? 


I'm currently not using any of them. But I'm curious and interested in finding more information. :grinning: 


What do you find most helpful/what do you like most about these apps? 


N/A at the moment. 


What improvements would you like to see, if any? 


N/A at the moment.",Long-term App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
74,"What smartphone apps do you use to help with the management of your diabetes? 


The Freestyle Libre app, Glucose Buddy and MySugr 


How often do you use these apps? 


Daily. 


How long have you been using these apps? 


About 2 years. 


If you’re using multiple, which app(s) is the most useful? Why? 


I think the most useful one for me is the Freestyle Libre app because it''s also the CGM that I'm currently using. 


What type of app is missing that you would like to see for management of your diabetes? 


An app that can do it all from your phone quickly, easily and conveniently...from monitoring your glucose levels, sending data to your doctor, giving you guidance, helping you pick out good meals, offering diabetic friendly recipes, and being completely comprehensive in its approach to managing all facets of diabetes management. 


  


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January? 


I've heard of OnDuo. 


If so: 


How did you hear about these apps? 


I heard about OnDuo through a friend that's using it. 


If you’re using any of them, how long have you been using? 


I'm currently not using any of them. But I'm curious and interested in finding more information. :grinning: 


What do you find most helpful/what do you like most about these apps? 


N/A at the moment. 


What improvements would you like to see, if any? 


N/A at the moment.",Multiple Device Usage,Exploring the diversity of app usage and integration preferences among diabetes patients,To identify the smartphone apps currently used by diabetes patients to manage their condition and establish frequency of usage
74,"What smartphone apps do you use to help with the management of your diabetes? 


The Freestyle Libre app, Glucose Buddy and MySugr 


How often do you use these apps? 


Daily. 


How long have you been using these apps? 


About 2 years. 


If you’re using multiple, which app(s) is the most useful? Why? 


I think the most useful one for me is the Freestyle Libre app because it''s also the CGM that I'm currently using. 


What type of app is missing that you would like to see for management of your diabetes? 


An app that can do it all from your phone quickly, easily and conveniently...from monitoring your glucose levels, sending data to your doctor, giving you guidance, helping you pick out good meals, offering diabetic friendly recipes, and being completely comprehensive in its approach to managing all facets of diabetes management. 


  


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January? 


I've heard of OnDuo. 


If so: 


How did you hear about these apps? 


I heard about OnDuo through a friend that's using it. 


If you’re using any of them, how long have you been using? 


I'm currently not using any of them. But I'm curious and interested in finding more information. :grinning: 


What do you find most helpful/what do you like most about these apps? 


N/A at the moment. 


What improvements would you like to see, if any? 


N/A at the moment.",Awareness of OnDuo,Assessing patient awareness and satisfaction with specific diabetes management apps,"To gather user feedback on the named apps (OnDuo, Levels, January) – such as how they discovered them, what they like/dislike, and potential improvements"
75,"What smartphone apps do you use to help with the management of your diabetes? I use the app called MYSUGR. 


How often do you use these apps? I use this app daily 


How long have you been using these apps? I've used this app for almost 2 years now. 


If you’re using multiple, which app(s) is the most useful? Why? I've only use mysugr app because its the app I find most easy to use daily. 


What type of app is missing that you would like to see for management of your diabetes? None that I know of right now 


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January? If so: I have never heard of OnDuo & January, but I have heard of Levels. 


How did you hear about these apps? I've heard it from one of my co-workers who have diabetes too. 


If you’re using any of them, how long have you been using? I have never used any of these apps 


What do you find most helpful/what do you like most about these apps? N/A 


What improvements would you like to see, if any? N/A",Daily App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
75,"What smartphone apps do you use to help with the management of your diabetes? I use the app called MYSUGR. 


How often do you use these apps? I use this app daily 


How long have you been using these apps? I've used this app for almost 2 years now. 


If you’re using multiple, which app(s) is the most useful? Why? I've only use mysugr app because its the app I find most easy to use daily. 


What type of app is missing that you would like to see for management of your diabetes? None that I know of right now 


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January? If so: I have never heard of OnDuo & January, but I have heard of Levels. 


How did you hear about these apps? I've heard it from one of my co-workers who have diabetes too. 


If you’re using any of them, how long have you been using? I have never used any of these apps 


What do you find most helpful/what do you like most about these apps? N/A 


What improvements would you like to see, if any? N/A",Long-term App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
75,"What smartphone apps do you use to help with the management of your diabetes? I use the app called MYSUGR. 


How often do you use these apps? I use this app daily 


How long have you been using these apps? I've used this app for almost 2 years now. 


If you’re using multiple, which app(s) is the most useful? Why? I've only use mysugr app because its the app I find most easy to use daily. 


What type of app is missing that you would like to see for management of your diabetes? None that I know of right now 


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January? If so: I have never heard of OnDuo & January, but I have heard of Levels. 


How did you hear about these apps? I've heard it from one of my co-workers who have diabetes too. 


If you’re using any of them, how long have you been using? I have never used any of these apps 


What do you find most helpful/what do you like most about these apps? N/A 


What improvements would you like to see, if any? N/A",Single App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
75,"What smartphone apps do you use to help with the management of your diabetes? I use the app called MYSUGR. 


How often do you use these apps? I use this app daily 


How long have you been using these apps? I've used this app for almost 2 years now. 


If you’re using multiple, which app(s) is the most useful? Why? I've only use mysugr app because its the app I find most easy to use daily. 


What type of app is missing that you would like to see for management of your diabetes? None that I know of right now 


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January? If so: I have never heard of OnDuo & January, but I have heard of Levels. 


How did you hear about these apps? I've heard it from one of my co-workers who have diabetes too. 


If you’re using any of them, how long have you been using? I have never used any of these apps 


What do you find most helpful/what do you like most about these apps? N/A 


What improvements would you like to see, if any? N/A",Awareness of Levels,Assessing patient awareness and satisfaction with specific diabetes management apps,"To gather user feedback on the named apps (OnDuo, Levels, January) – such as how they discovered them, what they like/dislike, and potential improvements"
76,"What smartphone apps do you use to help with the management of your diabetes? been using using Freestyle Libre 2
◦ How often do you use these apps? A few times a day
◦ How long have you been using these apps? Have been using Libre 2 and app for over a year
◦ If you’re using multiple, which app(s) is the most useful? Why? Only use the libre 2 app that reads levels
◦ What type of app is missing that you would like to see for management of your diabetes? None really comes to mind.I have not heard of these other apps",Multiple Device Usage,Exploring the diversity of app usage and integration preferences among diabetes patients,To identify the smartphone apps currently used by diabetes patients to manage their condition and establish frequency of usage
77,"

I have thought of using the Omada application, but was told it was only for folks with prediabetes. I have not used any other diabetes management apps.",Interest in Omada App,Exploring the diversity of app usage and integration preferences among diabetes patients,To identify the smartphone apps currently used by diabetes patients to manage their condition and establish frequency of usage
78,"

I don't use any apps at all",Non-Usage of Available App,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
79,i use the clarity app to see trends in my readings.use it daily,Daily App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
80,"

I don't use apps for management for diabetes and I haven't heard of any of those smartphone apps.",Non-Usage of Available App,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
81,"What smartphone apps do you use to help with the management of your diabetes? I started using Freestyle Libre and Omada in February 

 ◦ How often do you use these apps? Daily, almost hourly 

 ◦ How long have you been using these apps? I started on both at the same time in late February of this year. 

 ◦ If you’re using multiple, which app(s) is the most useful? Why? I use them in tandem because the Freestyle Libre talks to the Omada app. Both are very useful in their own ways because one focuses strictly on BG levels and the others adds in advice for lifestyle and diet. 

 ◦ What type of app is missing that you would like to see for management of your diabetes? None really comes to mind. 

 • Have you heard of any of the following smartphone apps: OnDuo, Levels, or January? I’ve heard of InDuo, but not OnDuo, or the other two apps.",Daily App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
81,"What smartphone apps do you use to help with the management of your diabetes? I started using Freestyle Libre and Omada in February 

 ◦ How often do you use these apps? Daily, almost hourly 

 ◦ How long have you been using these apps? I started on both at the same time in late February of this year. 

 ◦ If you’re using multiple, which app(s) is the most useful? Why? I use them in tandem because the Freestyle Libre talks to the Omada app. Both are very useful in their own ways because one focuses strictly on BG levels and the others adds in advice for lifestyle and diet. 

 ◦ What type of app is missing that you would like to see for management of your diabetes? None really comes to mind. 

 • Have you heard of any of the following smartphone apps: OnDuo, Levels, or January? I’ve heard of InDuo, but not OnDuo, or the other two apps.",Interest in Omada App,Exploring the diversity of app usage and integration preferences among diabetes patients,To identify the smartphone apps currently used by diabetes patients to manage their condition and establish frequency of usage
82,"

I do not use any apps for my diabetes.I have not heard of OnDuo, Levels or January. I am nit at all interested in apps for this.",Non-Usage of Available App,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
83,"I use the MYSUGR and I use it everyday. it is easy to use, and very responsive. I have been using if for 1 year. Many of my friends have it and are satisfied. 


Yes, I have heard about these apps online through regular google searches.",Daily App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
83,"I use the MYSUGR and I use it everyday. it is easy to use, and very responsive. I have been using if for 1 year. Many of my friends have it and are satisfied. 


Yes, I have heard about these apps online through regular google searches.",Satisfaction with Current Apps,Assessing patient awareness and satisfaction with specific diabetes management apps,"To gather user feedback on the named apps (OnDuo, Levels, January) – such as how they discovered them, what they like/dislike, and potential improvements"
84,"

What smartphone apps do you use to help with the management of your diabetes? 


None 


How often do you use these apps? 


NA 


How long have you been using these apps? 


NA 


If you’re using multiple, which app(s) is the most useful? Why? 


NA 


What type of app is missing that you would like to see for management of your diabetes? 


I haven't researched enough to see what is already available. 


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January?If so: 


I have not. 


How did you hear about these apps? 


NA 


If you’re using any of them, how long have you been using? 


NA 


What do you find most helpful/what do you like most about these apps? 


NA 


What improvements would you like to see, if any? 


NA",Non-Usage of Available App,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
85,"

I have not used any apps to monitor my diabetes controls. This is mainly because I was not aware of them. 


Since I don't use any diabetes apps, I don't and have not heard of the apps mentioned above.",Non-Usage of Available App,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
86,I use Health 2 Sync diabetes app. I use this app everyday to help me manage my diabetes. I have been using this app for about a year. I love that I can keep track of my sugar levels and keep records for my family and doctors. I wish there was an app that was a fitness tracker and I could keep records of my sugar levels as well. I have not heard of these apps mentioned above.,Daily App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
86,I use Health 2 Sync diabetes app. I use this app everyday to help me manage my diabetes. I have been using this app for about a year. I love that I can keep track of my sugar levels and keep records for my family and doctors. I wish there was an app that was a fitness tracker and I could keep records of my sugar levels as well. I have not heard of these apps mentioned above.,Desire for Glucose Monitoring App,Evaluating the specific needs and desires for features in diabetes management apps,To evaluate the usefulness of these apps from the perspective of the patients
87,"

I like to use diabetes connect because it's easy to use and it was recommended by my doctor can I use it pretty much everyday cuz it has lots of good features that are relevant to my diabetes, been using it for probably a couple of years now and this is the only app I currently use for this. Not too sure of what's missing in a nap, these days it seems like apps for everything are so good and build with so many great features that most of these companies have covered just about everything so nothing comes to mind as something that is missing 


  


I have heard of the onduo app from a friend of mine who uses it but I have never used it myself and I haven't heard of the other ones yet",Daily App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
87,"

I like to use diabetes connect because it's easy to use and it was recommended by my doctor can I use it pretty much everyday cuz it has lots of good features that are relevant to my diabetes, been using it for probably a couple of years now and this is the only app I currently use for this. Not too sure of what's missing in a nap, these days it seems like apps for everything are so good and build with so many great features that most of these companies have covered just about everything so nothing comes to mind as something that is missing 


  


I have heard of the onduo app from a friend of mine who uses it but I have never used it myself and I haven't heard of the other ones yet",Awareness of OnDuo,Assessing patient awareness and satisfaction with specific diabetes management apps,"To gather user feedback on the named apps (OnDuo, Levels, January) – such as how they discovered them, what they like/dislike, and potential improvements"
87,"

I like to use diabetes connect because it's easy to use and it was recommended by my doctor can I use it pretty much everyday cuz it has lots of good features that are relevant to my diabetes, been using it for probably a couple of years now and this is the only app I currently use for this. Not too sure of what's missing in a nap, these days it seems like apps for everything are so good and build with so many great features that most of these companies have covered just about everything so nothing comes to mind as something that is missing 


  


I have heard of the onduo app from a friend of mine who uses it but I have never used it myself and I haven't heard of the other ones yet",Single App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
88,"1. I honestly use only exercise apps to help manage my weight. 


2. About 1 year 


3. The app that helps me keep off stomach fat. Having too much stomach fat can leave you felling sluggish. 


4. I would like to see a ""Diabetics cookbook type app"" 


5. I have not heard of any of these apps.",Desire for Glucose Monitoring App,Evaluating the specific needs and desires for features in diabetes management apps,To evaluate the usefulness of these apps from the perspective of the patients
89,"I use several apps to monitor my health. I use Health2Sync, libre14 day and Omiron Bluetooth wrist blood pressure monitor. I have been using these three together for about 7 months. 

The one inconvenience is that the libre and omirn systems what sync with the third so I have to transcribe the readings to it. This system doesn’t offer a place to record my temperature. 

Health2Sync offers a way to put my blood pressure, glucose readings and weight. I would also appreciate it if the Health2Sync app would include most medical information that is needed during a doctors visit including blood type.",Multiple Device Integration,Exploring the diversity of app usage and integration preferences among diabetes patients,To identify the smartphone apps currently used by diabetes patients to manage their condition and establish frequency of usage
89,"I use several apps to monitor my health. I use Health2Sync, libre14 day and Omiron Bluetooth wrist blood pressure monitor. I have been using these three together for about 7 months. 

The one inconvenience is that the libre and omirn systems what sync with the third so I have to transcribe the readings to it. This system doesn’t offer a place to record my temperature. 

Health2Sync offers a way to put my blood pressure, glucose readings and weight. I would also appreciate it if the Health2Sync app would include most medical information that is needed during a doctors visit including blood type.",Multiple Data Tracking,Identifying usage patterns and potential gaps in the diabetes app market,To uncover any gaps in the current apps market that could be filled for better diabetes management
90,"What smartphone apps do you use to help with the management of your diabetes? I use the freestyle libre app as my blood sugar app 


How often do you use these apps? I use this app mutiple times a day everyday 


How long have you been using these apps? I have been using this app for 2 years 


If you’re using multiple, which app(s) is the most useful? Why? only using one 


What type of app is missing that you would like to see for management of your diabetes? I would like a calculator were it calculator how much you should take by choosing items in a food glossary and how much they weigh 


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January? No  


If so: 


How did you hear about these apps? N/a 


If you’re using any of them, how long have you been using? N/a 


What do you find most helpful/what do you like most about these apps? N/a 


What improvements would you like to see, if any? N/a",Daily App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
90,"What smartphone apps do you use to help with the management of your diabetes? I use the freestyle libre app as my blood sugar app 


How often do you use these apps? I use this app mutiple times a day everyday 


How long have you been using these apps? I have been using this app for 2 years 


If you’re using multiple, which app(s) is the most useful? Why? only using one 


What type of app is missing that you would like to see for management of your diabetes? I would like a calculator were it calculator how much you should take by choosing items in a food glossary and how much they weigh 


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January? No  


If so: 


How did you hear about these apps? N/a 


If you’re using any of them, how long have you been using? N/a 


What do you find most helpful/what do you like most about these apps? N/a 


What improvements would you like to see, if any? N/a",Long-term App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
90,"What smartphone apps do you use to help with the management of your diabetes? I use the freestyle libre app as my blood sugar app 


How often do you use these apps? I use this app mutiple times a day everyday 


How long have you been using these apps? I have been using this app for 2 years 


If you’re using multiple, which app(s) is the most useful? Why? only using one 


What type of app is missing that you would like to see for management of your diabetes? I would like a calculator were it calculator how much you should take by choosing items in a food glossary and how much they weigh 


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January? No  


If so: 


How did you hear about these apps? N/a 


If you’re using any of them, how long have you been using? N/a 


What do you find most helpful/what do you like most about these apps? N/a 


What improvements would you like to see, if any? N/a",Single App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
90,"What smartphone apps do you use to help with the management of your diabetes? I use the freestyle libre app as my blood sugar app 


How often do you use these apps? I use this app mutiple times a day everyday 


How long have you been using these apps? I have been using this app for 2 years 


If you’re using multiple, which app(s) is the most useful? Why? only using one 


What type of app is missing that you would like to see for management of your diabetes? I would like a calculator were it calculator how much you should take by choosing items in a food glossary and how much they weigh 


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January? No  


If so: 


How did you hear about these apps? N/a 


If you’re using any of them, how long have you been using? N/a 


What do you find most helpful/what do you like most about these apps? N/a 


What improvements would you like to see, if any? N/a",Desire for Personalized App,Evaluating the specific needs and desires for features in diabetes management apps,To evaluate the usefulness of these apps from the perspective of the patients
91,"

What smartphone apps do you use to help with the management of your diabetes?: I use myfitnesspal and OnDuo to manage my diabetes. 


How often do you use these apps?: I use these apps a few times a week 


How long have you been using these apps?: I have been using these apps for about a year now 


If you’re using multiple, which app(s) is the most useful? Why?: OnDuo is my most useful app because I am able to see an overview of my health information 


What type of app is missing that you would like to see for management of your diabetes?: I don’t feel like there is an app missing for me at least 


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January? If so: 


How did you hear about these apps?: I heard about OnDuo when looking on the App Store for Diabetes apps 


If you’re using any of them, how long have you been using?: I have been using OnDuo for about a year now 


What do you find most helpful/what do you like most about these apps?: I like how I am easily able to track the most useful health information I need in the app 


What improvements would you like to see, if any?: I don’t think the app needs any improvements for me.",Awareness of OnDuo,Assessing patient awareness and satisfaction with specific diabetes management apps,"To gather user feedback on the named apps (OnDuo, Levels, January) – such as how they discovered them, what they like/dislike, and potential improvements"
91,"

What smartphone apps do you use to help with the management of your diabetes?: I use myfitnesspal and OnDuo to manage my diabetes. 


How often do you use these apps?: I use these apps a few times a week 


How long have you been using these apps?: I have been using these apps for about a year now 


If you’re using multiple, which app(s) is the most useful? Why?: OnDuo is my most useful app because I am able to see an overview of my health information 


What type of app is missing that you would like to see for management of your diabetes?: I don’t feel like there is an app missing for me at least 


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January? If so: 


How did you hear about these apps?: I heard about OnDuo when looking on the App Store for Diabetes apps 


If you’re using any of them, how long have you been using?: I have been using OnDuo for about a year now 


What do you find most helpful/what do you like most about these apps?: I like how I am easily able to track the most useful health information I need in the app 


What improvements would you like to see, if any?: I don’t think the app needs any improvements for me.",Weekly App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
92,"What smartphone apps do you use to help with the management of your diabetes? I like an app called Blue Star diabetes 


How often do you use these apps I use it several times a week almost daily sometimes depending on what's going on in my life 


How long have you been using these apps? I would say I've been using them for maybe a year and a half to two years 


If you’re using multiple, which app(s) is the most useful? Why? I like the blue star diabetes at because it's very modern and innovative and has access to lots of relevant information such as 24-hour access to expert diabetes educators within the app among other things 


What type of app is missing that you would like to see for management of your diabetes? I think about the only thing I can think of that might be missing would be better real-time one-on-one connection at options within the app for live video chats because sometimes even within the app that I use the most there are lag issues and sometimes this option is not available 


  


I have heard of the levels app although I've never used it, I heard about it through my doctor, friends and family into General Google searches and it's still on my short list of apps to try",Weekly App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
92,"What smartphone apps do you use to help with the management of your diabetes? I like an app called Blue Star diabetes 


How often do you use these apps I use it several times a week almost daily sometimes depending on what's going on in my life 


How long have you been using these apps? I would say I've been using them for maybe a year and a half to two years 


If you’re using multiple, which app(s) is the most useful? Why? I like the blue star diabetes at because it's very modern and innovative and has access to lots of relevant information such as 24-hour access to expert diabetes educators within the app among other things 


What type of app is missing that you would like to see for management of your diabetes? I think about the only thing I can think of that might be missing would be better real-time one-on-one connection at options within the app for live video chats because sometimes even within the app that I use the most there are lag issues and sometimes this option is not available 


  


I have heard of the levels app although I've never used it, I heard about it through my doctor, friends and family into General Google searches and it's still on my short list of apps to try",Long-term App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
